analytic|group_analytic_accounting|27|Contabilidad analítica
sicpro_app_trabajadores|grupo_app_trabajador_equipos_usuario|59|Técnicos
sicpro_app_trabajadores|grupo_app_trabajador_responsable|57|Responsable
sicpro_app_trabajadores|grupo_app_trabajador_seguridad_salud|69|Ejecutor
sicpro_app_trabajadores|grupo_app_trabajador_seguridad_salud_responsable|70|Responsable
sicpro_app_trabajadores|grupo_app_trabajador_usuario_proceso|54|Usuarios
sicpro_app_trabajadores|grupo_app_trabajador_usuario_todos|55|Todos los Trabajadores
sicpro_app_transferencias_gastos|grupo_transferencias_admin|168|Administrador
sicpro_app_transferencias_gastos|grupo_transferencias_dtp_procesos|165|Gestión del Técnico Productivo
sicpro_app_transferencias_gastos|grupo_transferencias_economia|166|Gestión Económica
sicpro_app_transferencias_gastos|grupo_transferencias_ejecutores_procesos|164|Gestión del Ejecutor
sicpro_app_transferencias_gastos|grupo_transferencias_inversionistas|162|Gestión del Inversionista
sicpro_app_transferencias_gastos|grupo_transferencias_responsable|167|Responsable
sicpro_app_transferencias_gastos|grupo_transferencias_visualizar|161|Visualizar todas las Transferencias
sicpro_app_transferencias_gastos|grupo_transferencias_visualizar_proceso|163|Visualizar por Procesos
sicpro_app_transporte|grupo_app_transporte_admin|116|Administrador
sicpro_app_transporte|grupo_app_transporte_ejecutor|114|Ejecutor
sicpro_app_transporte|grupo_app_transporte_piquera_ejecutor|118|Ejecutor
sicpro_app_transporte|grupo_app_transporte_piquera_usuario|117|Usuarios
sicpro_app_transporte|grupo_app_transporte_responsable|115|Responsable
sicpro_app_transporte|grupo_app_transporte_usuario|113|Usuarios
sicpro_app_viveres|grupo_app_viveres_admin|122|Administrador
sicpro_app_viveres|grupo_app_viveres_areas_ejecutor|124|Ejecutor
sicpro_app_viveres|grupo_app_viveres_areas_responsable|125|Jefe
sicpro_app_viveres|grupo_app_viveres_areas_usuario|123|Visualizar
sicpro_app_viveres|grupo_app_viveres_resumen_ejecutor|120|Ejecutor
sicpro_app_viveres|grupo_app_viveres_resumen_responsable|121|Responsable
sicpro_app_viveres|grupo_app_viveres_resumen_usuario|119|Visualizar
sicpro_modulo_auditorias|group_auditlog_manager|42|Administrador
sicpro_modulo_auditorias|group_auditlog_user|41|Usuario
sicpro_modulo_nomencladores|grupo_sicpro_nomencladores_admin|43|Administrador
sicpro_modulo_querydb|group_querydeluxe|44|Consultas Postgres
sicpro_modulo_test_desarrollo|grupo_test_desarrollo|45|Activar Test
survey|group_survey_manager|29|Administrador
survey|group_survey_user|28|Usuario
uom|group_uom|26|Gestionar múltiples unidades de medida
