areas_cierre_wizard_rel|areas_id|sicpro_app_trabajadores_cierre_wizard|id|areas_cierre_wizard_rel_areas_id_fkey
sicpro_app_solicitudes_canceladas_t2|write_uid|res_users|id|sicpro_app_solicitudes_canceladas_t2_write_uid_fkey
sicpro_app_solicitudes_canceladas_t3|create_uid|res_users|id|sicpro_app_solicitudes_canceladas_t3_create_uid_fkey
sicpro_app_solicitudes_canceladas_t3|write_uid|res_users|id|sicpro_app_solicitudes_canceladas_t3_write_uid_fkey
sicpro_app_solicitudes_iniciativas_tabla_etiquetas_rel|lead_id|sicpro_app_solicitudes_tabla_oportunidades|id|sicpro_app_solicitudes_iniciativas_tabla_etiquetas_lead_id_fkey
sicpro_app_solicitudes_iniciativas_tabla_etiquetas_rel|tag_id|sicpro_app_solicitudes_etiquetas|id|sicpro_app_solicitudes_iniciativas_tabla_etiquetas__tag_id_fkey
sicpro_app_solicitudes_oportunidades|message_main_attachment_id|ir_attachment|id|sicpro_app_solicitudes_oportuni_message_main_attachment_id_fkey
sicpro_app_solicitudes_rechazadas_t3|create_uid|res_users|id|sicpro_app_solicitudes_rechazadas_t3_create_uid_fkey
sicpro_app_solicitudes_rechazadas_t3|lost_reason_id|sicpro_app_solicitudes_rechazadas|id|sicpro_app_solicitudes_rechazadas_t3_lost_reason_id_fkey
sicpro_app_solicitudes_rechazadas_t3|write_uid|res_users|id|sicpro_app_solicitudes_rechazadas_t3_write_uid_fkey
sicpro_app_solicitudes_rechazadas_t4|create_uid|res_users|id|sicpro_app_solicitudes_rechazadas_t4_create_uid_fkey
sicpro_app_solicitudes_rechazadas_t4|lost_reason_id|sicpro_app_solicitudes_rechazadas|id|sicpro_app_solicitudes_rechazadas_t4_lost_reason_id_fkey
sicpro_app_solicitudes_rechazadas_t4|write_uid|res_users|id|sicpro_app_solicitudes_rechazadas_t4_write_uid_fkey
sicpro_app_solicitudes_rechazadas_t5|create_uid|res_users|id|sicpro_app_solicitudes_rechazadas_t5_create_uid_fkey
sicpro_app_solicitudes_rechazadas_t5|lost_reason_id|sicpro_app_solicitudes_rechazadas|id|sicpro_app_solicitudes_rechazadas_t5_lost_reason_id_fkey
sicpro_app_solicitudes_rechazadas_t5|write_uid|res_users|id|sicpro_app_solicitudes_rechazadas_t5_write_uid_fkey
sicpro_app_solicitudes_rechazadas_t6|create_uid|res_users|id|sicpro_app_solicitudes_rechazadas_t6_create_uid_fkey
sicpro_app_solicitudes_rechazadas_t6|lost_reason_id|sicpro_app_solicitudes_rechazadas|id|sicpro_app_solicitudes_rechazadas_t6_lost_reason_id_fkey
sicpro_app_solicitudes_rechazadas_t6|write_uid|res_users|id|sicpro_app_solicitudes_rechazadas_t6_write_uid_fkey
sicpro_app_solicitudes_tabla_oportunidades|cargo_especialista|sicpro_app_trabajadores_ocupacion|id|sicpro_app_solicitudes_tabla_oportunida_cargo_especialista_fkey
sicpro_app_solicitudes_tabla_oportunidades|company_cliente|res_company|id|sicpro_app_solicitudes_tabla_oportunidades_company_cliente_fkey
sicpro_app_solicitudes_tabla_oportunidades|company_id|res_company|id|sicpro_app_solicitudes_tabla_oportunidades_company_id_fkey
sicpro_app_solicitudes_tabla_oportunidades|create_uid|res_users|id|sicpro_app_solicitudes_tabla_oportunidades_create_uid_fkey
sicpro_app_solicitudes_tabla_oportunidades|departamento|sicpro_app_trabajadores_areas|id|sicpro_app_solicitudes_tabla_oportunidades_departamento_fkey
sicpro_app_solicitudes_tabla_oportunidades|especialidad|sicpro_nomenclador_especialidad|id|sicpro_app_solicitudes_tabla_oportunidades_especialidad_fkey
sicpro_app_solicitudes_tabla_oportunidades|especialista_ejecutor|sicpro_app_trabajadores|id|sicpro_app_solicitudes_tabla_oportun_especialista_ejecutor_fkey
sicpro_app_solicitudes_tabla_oportunidades|message_main_attachment_id|ir_attachment|id|sicpro_app_solicitudes_tabla_op_message_main_attachment_id_fkey
sicpro_app_solicitudes_tabla_oportunidades|motivo_rechazo|sicpro_app_solicitudes_rechazadas|id|sicpro_app_solicitudes_tabla_oportunidades_motivo_rechazo_fkey
sicpro_app_solicitudes_tabla_oportunidades|oportunidades|sicpro_app_solicitudes_oportunidades|id|sicpro_app_solicitudes_tabla_oportunidades_oportunidades_fkey
sicpro_app_solicitudes_tabla_oportunidades|partner_id|sicpro_app_clientes|id|sicpro_app_solicitudes_tabla_oportunidades_partner_id_fkey
sicpro_app_solicitudes_tabla_oportunidades|provincia_id|res_country_state|id|sicpro_app_solicitudes_tabla_oportunidades_provincia_id_fkey
sicpro_app_solicitudes_tabla_oportunidades|solicitante_solicitud_horizontal|res_users|id|sicpro_app_solicitudes_tabla__solicitante_solicitud_horizo_fkey
sicpro_app_solicitudes_tabla_oportunidades|solicitud|sicpro_app_solicitudes_oportunidades|id|sicpro_app_solicitudes_tabla_oportunidades_solicitud_fkey
sicpro_app_solicitudes_tabla_oportunidades|stage_id|sicpro_app_solicitudes_estados|id|sicpro_app_solicitudes_tabla_oportunidades_stage_id_fkey
sicpro_app_solicitudes_tabla_oportunidades|territorio_id|sicpro_nomenclador_territorios|id|sicpro_app_solicitudes_tabla_oportunidades_territorio_id_fkey
sicpro_app_solicitudes_tabla_oportunidades|user_id|res_users|id|sicpro_app_solicitudes_tabla_oportunidades_user_id_fkey
sicpro_app_solicitudes_tabla_oportunidades|write_uid|res_users|id|sicpro_app_solicitudes_tabla_oportunidades_write_uid_fkey
sicpro_app_soporte_aplicaciones|message_main_attachment_id|ir_attachment|id|sicpro_app_soporte_aplicaciones_message_main_attachment_id_fkey
sicpro_app_soporte_bitacora_sicpro_modulo_roles_rel|sicpro_app_soporte_bitacora_id|sicpro_app_soporte_bitacora|id|sicpro_app_soporte_bitacora_s_sicpro_app_soporte_bitacora__fkey
sicpro_app_soporte_bitacora_sicpro_modulo_roles_rel|sicpro_modulo_roles_id|sicpro_modulo_roles|id|sicpro_app_soporte_bitacora_sicpro__sicpro_modulo_roles_id_fkey
sicpro_app_soporte_bitacora|message_main_attachment_id|ir_attachment|id|sicpro_app_soporte_bitacora_message_main_attachment_id_fkey
sicpro_app_soporte_categoria_sicpro_app_soporte_equipos_rel|sicpro_app_soporte_categoria_id|sicpro_app_soporte_categoria|id|sicpro_app_soporte_categoria__sicpro_app_soporte_categoria_fkey
sicpro_app_soporte_categoria_sicpro_app_soporte_equipos_rel|sicpro_app_soporte_equipos_id|sicpro_app_soporte_equipos|id|sicpro_app_soporte_categoria__sicpro_app_soporte_equipos_i_fkey
sicpro_app_soporte_categoria|company_id|res_company|id|sicpro_app_soporte_categoria_company_id_fkey
sicpro_app_soporte_categoria|create_uid|res_users|id|sicpro_app_soporte_categoria_create_uid_fkey
sicpro_app_soporte_categoria|write_uid|res_users|id|sicpro_app_soporte_categoria_write_uid_fkey
sicpro_app_soporte_cronograma_anio|create_uid|res_users|id|sicpro_app_soporte_cronograma_anio_create_uid_fkey
sicpro_app_soporte_cronograma_anio|user_id|res_users|id|sicpro_app_soporte_cronograma_anio_user_id_fkey
sicpro_app_soporte_cronograma_anio|write_uid|res_users|id|sicpro_app_soporte_cronograma_anio_write_uid_fkey
sicpro_app_soporte_cronograma_plan_dependencias|create_uid|res_users|id|sicpro_app_soporte_cronograma_plan_dependencias_create_uid_fkey
sicpro_app_soporte_cronograma_plan_dependencias|dependencias_id|sicpro_app_soporte_cronograma_plan|id|sicpro_app_soporte_cronograma_plan_depende_dependencias_id_fkey
sicpro_app_soporte_cronograma_plan_dependencias|tarea_id|sicpro_app_soporte_cronograma_plan|id|sicpro_app_soporte_cronograma_plan_dependencias_tarea_id_fkey
sicpro_app_soporte_cronograma_plan_dependencias|write_uid|res_users|id|sicpro_app_soporte_cronograma_plan_dependencias_write_uid_fkey
sicpro_app_soporte_cronograma_plan|anio_id|sicpro_app_soporte_cronograma_anio|id|sicpro_app_soporte_cronograma_plan_anio_id_fkey
sicpro_app_soporte_cronograma_plan|create_uid|res_users|id|sicpro_app_soporte_cronograma_plan_create_uid_fkey
sicpro_app_soporte_cronograma_plan|jefe_proyecto|res_users|id|sicpro_app_soporte_cronograma_plan_jefe_proyecto_fkey
sicpro_app_soporte_cronograma_plan|write_uid|res_users|id|sicpro_app_soporte_cronograma_plan_write_uid_fkey
sicpro_app_soporte_fragmentos_codigos|message_main_attachment_id|ir_attachment|id|sicpro_app_soporte_fragmentos_c_message_main_attachment_id_fkey
sicpro_app_soporte_paquetes|message_main_attachment_id|ir_attachment|id|sicpro_app_soporte_paquetes_message_main_attachment_id_fkey
sicpro_app_soporte_tareas|message_main_attachment_id|ir_attachment|id|sicpro_app_soporte_tareas_message_main_attachment_id_fkey
sicpro_app_soporte_todos|message_main_attachment_id|ir_attachment|id|sicpro_app_soporte_todos_message_main_attachment_id_fkey
sicpro_app_soporte_versiones|message_main_attachment_id|ir_attachment|id|sicpro_app_soporte_versiones_message_main_attachment_id_fkey
sicpro_app_soporte|commit|sicpro_modulo_api_conector_gitlab_commits|id|sicpro_app_soporte_commit_fkey
sicpro_app_soporte|message_main_attachment_id|ir_attachment|id|sicpro_app_soporte_message_main_attachment_id_fkey
sicpro_app_trabajadores_areas|message_main_attachment_id|ir_attachment|id|sicpro_app_trabajadores_areas_message_main_attachment_id_fkey
sicpro_app_trabajadores_cierre_historial|create_uid|res_users|id|sicpro_app_trabajadores_cierre_historial_create_uid_fkey
sicpro_app_trabajadores_cierre_historial|mes|sicpro_nomenclador_meses|id|sicpro_app_trabajadores_cierre_historial_mes_fkey
sicpro_app_trabajadores_cierre_historial|usuario|res_users|id|sicpro_app_trabajadores_cierre_historial_usuario_fkey
sicpro_app_trabajadores_cierre_historial|write_uid|res_users|id|sicpro_app_trabajadores_cierre_historial_write_uid_fkey
sicpro_app_trabajadores_cierre_wizard|create_uid|res_users|id|sicpro_app_trabajadores_cierre_wizard_create_uid_fkey
sicpro_app_trabajadores_cierre_wizard|write_uid|res_users|id|sicpro_app_trabajadores_cierre_wizard_write_uid_fkey
sicpro_app_trabajadores_cierre|company_id|res_company|id|sicpro_app_trabajadores_cierre_company_id_fkey
sicpro_app_trabajadores_cierre|create_uid|res_users|id|sicpro_app_trabajadores_cierre_create_uid_fkey
sicpro_app_trabajadores_cierre|direccion|res_company|id|sicpro_app_trabajadores_cierre_direccion_fkey
sicpro_app_trabajadores_cierre|message_main_attachment_id|ir_attachment|id|sicpro_app_trabajadores_cierre_message_main_attachment_id_fkey
sicpro_app_trabajadores_cierre|mes|sicpro_nomenclador_meses|id|sicpro_app_trabajadores_cierre_mes_fkey
sicpro_app_trabajadores_cierre|name|sicpro_app_trabajadores_areas|id|sicpro_app_trabajadores_cierre_name_fkey
sicpro_app_trabajadores_cierre|write_uid|res_users|id|sicpro_app_trabajadores_cierre_write_uid_fkey
sicpro_app_trabajadores_dialog_wizard|create_uid|res_users|id|sicpro_app_trabajadores_dialog_wizard_create_uid_fkey
sicpro_app_trabajadores_dialog_wizard|write_uid|res_users|id|sicpro_app_trabajadores_dialog_wizard_write_uid_fkey
sicpro_app_trabajadores_disiplinaria_acciones|message_main_attachment_id|ir_attachment|id|sicpro_app_trabajadores_disipli_message_main_attachment_id_fkey
sicpro_app_trabajadores_documentos|message_main_attachment_id|ir_attachment|id|sicpro_app_trabajadores_documen_message_main_attachment_id_fkey
sicpro_app_trabajadores_educacion_certificacion|message_main_attachment_id|ir_attachment|id|sicpro_app_trabajadores_educac_message_main_attachment_id_fkey2
sicpro_app_trabajadores_educacion_tipos|message_main_attachment_id|ir_attachment|id|sicpro_app_trabajadores_educac_message_main_attachment_id_fkey1
sicpro_app_trabajadores_educacion|message_main_attachment_id|ir_attachment|id|sicpro_app_trabajadores_educaci_message_main_attachment_id_fkey
sicpro_app_trabajadores_notificacion_cierre|create_uid|res_users|id|sicpro_app_trabajadores_notificacion_cierre_create_uid_fkey
sicpro_app_trabajadores_notificacion_cierre|name|sicpro_app_trabajadores|id|sicpro_app_trabajadores_notificacion_cierre_name_fkey
sicpro_app_trabajadores_notificacion_cierre|write_uid|res_users|id|sicpro_app_trabajadores_notificacion_cierre_write_uid_fkey
sicpro_app_trabajadores_ocupacion|message_main_attachment_id|ir_attachment|id|sicpro_app_trabajadores_ocupaci_message_main_attachment_id_fkey
sicpro_app_trabajadores_organigrama|create_uid|res_users|id|sicpro_app_trabajadores_organigrama_create_uid_fkey
sicpro_app_trabajadores_organigrama|write_uid|res_users|id|sicpro_app_trabajadores_organigrama_write_uid_fkey
sicpro_app_trabajadores|message_main_attachment_id|ir_attachment|id|sicpro_app_trabajadores_message_main_attachment_id_fkey
sicpro_app_transferencias_gastos_ordenes|message_main_attachment_id|ir_attachment|id|sicpro_app_transferencias_gast_message_main_attachment_id_fkey1
sicpro_app_transferencias_gastos_ordenes|name|sicpro_app_ordenes_trabajo|id|sicpro_app_transferencias_gastos_ordenes_name_fkey
sicpro_app_transferencias_gastos|message_main_attachment_id|ir_attachment|id|sicpro_app_transferencias_gasto_message_main_attachment_id_fkey
sicpro_app_transporte_api|company_id|res_company|id|sicpro_app_transporte_api_company_id_fkey
sicpro_app_transporte_api|create_uid|res_users|id|sicpro_app_transporte_api_create_uid_fkey
sicpro_app_transporte_api|message_main_attachment_id|ir_attachment|id|sicpro_app_transporte_api_message_main_attachment_id_fkey
sicpro_app_transporte_api|write_uid|res_users|id|sicpro_app_transporte_api_write_uid_fkey
sicpro_app_transporte_general|message_main_attachment_id|ir_attachment|id|sicpro_app_transporte_general_message_main_attachment_id_fkey
sicpro_app_transporte_modelo_brand|create_uid|res_users|id|sicpro_app_transporte_modelo_brand_create_uid_fkey
sicpro_app_transporte_modelo_brand|write_uid|res_users|id|sicpro_app_transporte_modelo_brand_write_uid_fkey
sicpro_app_transporte_piquera|message_main_attachment_id|ir_attachment|id|sicpro_app_transporte_piquera_message_main_attachment_id_fkey
sicpro_app_vivienda_trabajador_productos|message_main_attachment_id|ir_attachment|id|sicpro_app_vivienda_trabajador__message_main_attachment_id_fkey
sicpro_app_vivienda_trabajador|message_main_attachment_id|ir_attachment|id|sicpro_app_vivienda_trabajador_message_main_attachment_id_fkey
sicpro_dashboard_colores_orden_sicpro_dashboard_colores_set_rel|sicpro_dashboard_colores_orden_id|sicpro_dashboard_colores_orden|id|sicpro_dashboard_colores_orde_sicpro_dashboard_colores_ord_fkey
sicpro_dashboard_colores_orden_sicpro_dashboard_colores_set_rel|sicpro_dashboard_colores_set_id|sicpro_dashboard_colores_set|id|sicpro_dashboard_colores_orde_sicpro_dashboard_colores_set_fkey
sicpro_dashboard_colores_orden|create_uid|res_users|id|sicpro_dashboard_colores_orden_create_uid_fkey
sicpro_dashboard_colores_orden|write_uid|res_users|id|sicpro_dashboard_colores_orden_write_uid_fkey
sicpro_dashboard_colores_set|create_uid|res_users|id|sicpro_dashboard_colores_set_create_uid_fkey
sicpro_dashboard_colores_set|write_uid|res_users|id|sicpro_dashboard_colores_set_write_uid_fkey
sicpro_dashboard_colores|create_uid|res_users|id|sicpro_dashboard_colores_create_uid_fkey
sicpro_dashboard_colores|write_uid|res_users|id|sicpro_dashboard_colores_write_uid_fkey
sicpro_dashboard_graficos_sicpro_dashboard_grupos_rel|sicpro_dashboard_graficos_id|sicpro_dashboard_graficos|id|sicpro_dashboard_graficos_sic_sicpro_dashboard_graficos_id_fkey
sicpro_dashboard_graficos_sicpro_dashboard_grupos_rel|sicpro_dashboard_grupos_id|sicpro_dashboard_grupos|id|sicpro_dashboard_graficos_sicpr_sicpro_dashboard_grupos_id_fkey
sicpro_dashboard_graficos|create_uid|res_users|id|sicpro_dashboard_graficos_create_uid_fkey
sicpro_dashboard_graficos|write_uid|res_users|id|sicpro_dashboard_graficos_write_uid_fkey
sicpro_dashboard_grupos_sicpro_dashboard_secciones_rel|sicpro_dashboard_grupos_id|sicpro_dashboard_grupos|id|sicpro_dashboard_grupos_sicpro__sicpro_dashboard_grupos_id_fkey
sicpro_dashboard_grupos_sicpro_dashboard_secciones_rel|sicpro_dashboard_secciones_id|sicpro_dashboard_secciones|id|sicpro_dashboard_grupos_sicpr_sicpro_dashboard_secciones_i_fkey
sicpro_dashboard_grupos|create_uid|res_users|id|sicpro_dashboard_grupos_create_uid_fkey
sicpro_dashboard_grupos|write_uid|res_users|id|sicpro_dashboard_grupos_write_uid_fkey
sicpro_dashboard_iconos|create_uid|res_users|id|sicpro_dashboard_iconos_create_uid_fkey
sicpro_dashboard_iconos|write_uid|res_users|id|sicpro_dashboard_iconos_write_uid_fkey
sicpro_dashboard_secciones_sicpro_dashboard_tableros_rel|sicpro_dashboard_secciones_id|sicpro_dashboard_secciones|id|sicpro_dashboard_secciones_si_sicpro_dashboard_secciones_i_fkey
sicpro_dashboard_secciones_sicpro_dashboard_tableros_rel|sicpro_dashboard_tableros_id|sicpro_dashboard_tableros|id|sicpro_dashboard_secciones_si_sicpro_dashboard_tableros_id_fkey
sicpro_dashboard_secciones|create_uid|res_users|id|sicpro_dashboard_secciones_create_uid_fkey
sicpro_dashboard_secciones|write_uid|res_users|id|sicpro_dashboard_secciones_write_uid_fkey
sicpro_dashboard_tableros|create_uid|res_users|id|sicpro_dashboard_tableros_create_uid_fkey
sicpro_dashboard_tableros|write_uid|res_users|id|sicpro_dashboard_tableros_write_uid_fkey
sicpro_modulo_api_conector_gitlab_commits|create_uid|res_users|id|sicpro_modulo_api_conector_gitlab_commits_create_uid_fkey
sicpro_modulo_api_conector_gitlab_commits|write_uid|res_users|id|sicpro_modulo_api_conector_gitlab_commits_write_uid_fkey
sicpro_modulo_auditorias_autovacuum|create_uid|res_users|id|sicpro_modulo_auditorias_autovacuum_create_uid_fkey
sicpro_modulo_auditorias_autovacuum|write_uid|res_users|id|sicpro_modulo_auditorias_autovacuum_write_uid_fkey
sicpro_modulo_auditorias_http_request|create_uid|res_users|id|sicpro_modulo_auditorias_http_request_create_uid_fkey
sicpro_modulo_auditorias_http_request|http_session_id|sicpro_modulo_auditorias_http_session|id|sicpro_modulo_auditorias_http_request_http_session_id_fkey
sicpro_modulo_auditorias_http_request|user_id|res_users|id|sicpro_modulo_auditorias_http_request_user_id_fkey
sicpro_modulo_auditorias_http_request|write_uid|res_users|id|sicpro_modulo_auditorias_http_request_write_uid_fkey
sicpro_modulo_auditorias_http_session|create_uid|res_users|id|sicpro_modulo_auditorias_http_session_create_uid_fkey
sicpro_modulo_auditorias_http_session|user_id|res_users|id|sicpro_modulo_auditorias_http_session_user_id_fkey
sicpro_modulo_auditorias_http_session|write_uid|res_users|id|sicpro_modulo_auditorias_http_session_write_uid_fkey
sicpro_modulo_auditorias_log_line|create_uid|res_users|id|sicpro_modulo_auditorias_log_line_create_uid_fkey
sicpro_modulo_auditorias_log_line|field_id|ir_model_fields|id|sicpro_modulo_auditorias_log_line_field_id_fkey
sicpro_modulo_auditorias_log_line|log_id|sicpro_modulo_auditorias_log|id|sicpro_modulo_auditorias_log_line_log_id_fkey
sicpro_modulo_auditorias_log_line|write_uid|res_users|id|sicpro_modulo_auditorias_log_line_write_uid_fkey
sicpro_modulo_auditorias_log|create_uid|res_users|id|sicpro_modulo_auditorias_log_create_uid_fkey
sicpro_modulo_auditorias_log|http_request_id|sicpro_modulo_auditorias_http_request|id|sicpro_modulo_auditorias_log_http_request_id_fkey
sicpro_modulo_auditorias_log|http_session_id|sicpro_modulo_auditorias_http_session|id|sicpro_modulo_auditorias_log_http_session_id_fkey
sicpro_modulo_auditorias_log|model_id|ir_model|id|sicpro_modulo_auditorias_log_model_id_fkey
sicpro_modulo_auditorias_log|user_id|res_users|id|sicpro_modulo_auditorias_log_user_id_fkey
sicpro_modulo_auditorias_log|write_uid|res_users|id|sicpro_modulo_auditorias_log_write_uid_fkey
sicpro_modulo_auditorias_rule|action_id|ir_act_window|id|sicpro_modulo_auditorias_rule_action_id_fkey
sicpro_modulo_auditorias_rule|create_uid|res_users|id|sicpro_modulo_auditorias_rule_create_uid_fkey
sicpro_modulo_auditorias_rule|model_id|ir_model|id|sicpro_modulo_auditorias_rule_model_id_fkey
sicpro_modulo_auditorias_rule|write_uid|res_users|id|sicpro_modulo_auditorias_rule_write_uid_fkey
sicpro_modulo_backup_dropbox_auth|create_uid|res_users|id|sicpro_modulo_backup_dropbox_auth_create_uid_fkey
sicpro_modulo_backup_dropbox_auth|write_uid|res_users|id|sicpro_modulo_backup_dropbox_auth_write_uid_fkey
sicpro_modulo_backup_server_gitlab|create_uid|res_users|id|sicpro_modulo_backup_server_gitlab_create_uid_fkey
sicpro_modulo_backup_server_gitlab|write_uid|res_users|id|sicpro_modulo_backup_server_gitlab_write_uid_fkey
sicpro_modulo_backup_server_local|company_id|res_company|id|sicpro_modulo_backup_server_local_company_id_fkey
sicpro_modulo_backup_server_local|create_uid|res_users|id|sicpro_modulo_backup_server_local_create_uid_fkey
sicpro_modulo_backup_server_local|gitlab_conector|sicpro_modulo_api_conector|id|sicpro_modulo_backup_server_local_gitlab_conector_fkey
sicpro_modulo_backup_server_local|user_id|res_users|id|sicpro_modulo_backup_server_local_user_id_fkey
sicpro_modulo_backup_server_local|write_uid|res_users|id|sicpro_modulo_backup_server_local_write_uid_fkey
sicpro_modulo_base_correos_entrantes_asuntos_rel|sicpro_modulo_base_correos_entrantes_asuntos_id|sicpro_modulo_base_correos_entrantes_asuntos|id|sicpro_modulo_base_correos_e_sicpro_modulo_base_correos_e_fkey1
sicpro_modulo_base_correos_entrantes_asuntos_rel|sicpro_modulo_base_correos_entrantes_metodos_id|sicpro_modulo_base_correos_entrantes_metodos|id|sicpro_modulo_base_correos_en_sicpro_modulo_base_correos_e_fkey
sicpro_modulo_base_correos_entrantes_asuntos|create_uid|res_users|id|sicpro_modulo_base_correos_entrantes_asuntos_create_uid_fkey
sicpro_modulo_base_correos_entrantes_asuntos|write_uid|res_users|id|sicpro_modulo_base_correos_entrantes_asuntos_write_uid_fkey
sicpro_modulo_base_correos_entrantes_metodos|create_uid|res_users|id|sicpro_modulo_base_correos_entrantes_metodos_create_uid_fkey
sicpro_modulo_base_correos_entrantes_metodos|write_uid|res_users|id|sicpro_modulo_base_correos_entrantes_metodos_write_uid_fkey
sicpro_modulo_dashboard_colores_orden|color_set|sicpro_modulo_dashboard_colores_set|id|sicpro_modulo_dashboard_colores_orden_color_set_fkey
sicpro_modulo_dashboard_colores_orden|create_uid|res_users|id|sicpro_modulo_dashboard_colores_orden_create_uid_fkey
sicpro_modulo_dashboard_colores_orden|write_uid|res_users|id|sicpro_modulo_dashboard_colores_orden_write_uid_fkey
sicpro_modulo_dashboard_colores_set|create_uid|res_users|id|sicpro_modulo_dashboard_colores_set_create_uid_fkey
sicpro_modulo_dashboard_colores_set|write_uid|res_users|id|sicpro_modulo_dashboard_colores_set_write_uid_fkey
sicpro_modulo_dashboard_colores|create_uid|res_users|id|sicpro_modulo_dashboard_colores_create_uid_fkey
sicpro_modulo_dashboard_colores|write_uid|res_users|id|sicpro_modulo_dashboard_colores_write_uid_fkey
sicpro_modulo_dashboard_gra_rel|sicpro_modulo_dashboard_graficos_id|sicpro_modulo_dashboard_graficos|id|sicpro_modulo_dashboard_gra_r_sicpro_modulo_dashboard_graf_fkey
sicpro_modulo_dashboard_gra_rel|sicpro_modulo_dashboard_tableros_id|sicpro_modulo_dashboard_tableros|id|sicpro_modulo_dashboard_gra_r_sicpro_modulo_dashboard_tabl_fkey
sicpro_modulo_dashboard_graficos_cent1_rel|sicpro_modulo_dashboard_graficos_id|sicpro_modulo_dashboard_graficos|id|sicpro_modulo_dashboard_graf_sicpro_modulo_dashboard_graf_fkey2
sicpro_modulo_dashboard_graficos_cent1_rel|sicpro_modulo_dashboard_secciones_id|sicpro_modulo_dashboard_secciones|id|sicpro_modulo_dashboard_graf_sicpro_modulo_dashboard_secc_fkey1
sicpro_modulo_dashboard_graficos_cent2_rel|sicpro_modulo_dashboard_graficos_id|sicpro_modulo_dashboard_graficos|id|sicpro_modulo_dashboard_graf_sicpro_modulo_dashboard_graf_fkey3
sicpro_modulo_dashboard_graficos_cent2_rel|sicpro_modulo_dashboard_secciones_id|sicpro_modulo_dashboard_secciones|id|sicpro_modulo_dashboard_graf_sicpro_modulo_dashboard_secc_fkey2
sicpro_modulo_dashboard_graficos_der_rel|sicpro_modulo_dashboard_graficos_id|sicpro_modulo_dashboard_graficos|id|sicpro_modulo_dashboard_graf_sicpro_modulo_dashboard_graf_fkey4
sicpro_modulo_dashboard_graficos_der_rel|sicpro_modulo_dashboard_secciones_id|sicpro_modulo_dashboard_secciones|id|sicpro_modulo_dashboard_graf_sicpro_modulo_dashboard_secc_fkey3
sicpro_modulo_dashboard_graficos_izq_rel|sicpro_modulo_dashboard_graficos_id|sicpro_modulo_dashboard_graficos|id|sicpro_modulo_dashboard_graf_sicpro_modulo_dashboard_graf_fkey1
sicpro_modulo_dashboard_graficos_izq_rel|sicpro_modulo_dashboard_secciones_id|sicpro_modulo_dashboard_secciones|id|sicpro_modulo_dashboard_grafi_sicpro_modulo_dashboard_secc_fkey
sicpro_modulo_dashboard_graficos_rel|sicpro_modulo_dashboard_graficos_id|sicpro_modulo_dashboard_graficos|id|sicpro_modulo_dashboard_grafi_sicpro_modulo_dashboard_graf_fkey
sicpro_modulo_dashboard_graficos_rel|sicpro_modulo_dashboard_grupos_id|sicpro_modulo_dashboard_grupos|id|sicpro_modulo_dashboard_grafi_sicpro_modulo_dashboard_grup_fkey
sicpro_modulo_dashboard_graficos_values|create_uid|res_users|id|sicpro_modulo_dashboard_graficos_values_create_uid_fkey
sicpro_modulo_dashboard_graficos_values|grafico|sicpro_modulo_dashboard_graficos|id|sicpro_modulo_dashboard_graficos_values_grafico_fkey
sicpro_modulo_dashboard_graficos_values|valores|ir_model_fields|id|sicpro_modulo_dashboard_graficos_values_valores_fkey
sicpro_modulo_dashboard_graficos_values|write_uid|res_users|id|sicpro_modulo_dashboard_graficos_values_write_uid_fkey
sicpro_modulo_dashboard_graficos|agrupar_extra|ir_model_fields|id|sicpro_modulo_dashboard_graficos_agrupar_extra_fkey
sicpro_modulo_dashboard_graficos|agrupar|ir_model_fields|id|sicpro_modulo_dashboard_graficos_agrupar_fkey
sicpro_modulo_dashboard_graficos|app|ir_module_module|id|sicpro_modulo_dashboard_graficos_app_fkey
sicpro_modulo_dashboard_graficos|colores_graficos|sicpro_modulo_dashboard_colores_set|id|sicpro_modulo_dashboard_graficos_colores_graficos_fkey
sicpro_modulo_dashboard_graficos|create_uid|res_users|id|sicpro_modulo_dashboard_graficos_create_uid_fkey
sicpro_modulo_dashboard_graficos|icono|sicpro_modulo_dashboard_iconos|id|sicpro_modulo_dashboard_graficos_icono_fkey
sicpro_modulo_dashboard_graficos|modelo|ir_model|id|sicpro_modulo_dashboard_graficos_modelo_fkey
sicpro_modulo_dashboard_graficos|tablero_many_2_one|sicpro_modulo_dashboard_tableros|id|sicpro_modulo_dashboard_graficos_tablero_many_2_one_fkey
sicpro_modulo_dashboard_graficos|valores|ir_model_fields|id|sicpro_modulo_dashboard_graficos_valores_fkey
sicpro_modulo_dashboard_graficos|write_uid|res_users|id|sicpro_modulo_dashboard_graficos_write_uid_fkey
sicpro_modulo_dashboard_gru_rel|sicpro_modulo_dashboard_grupos_id|sicpro_modulo_dashboard_grupos|id|sicpro_modulo_dashboard_gru_r_sicpro_modulo_dashboard_grup_fkey
sicpro_modulo_dashboard_gru_rel|sicpro_modulo_dashboard_tableros_id|sicpro_modulo_dashboard_tableros|id|sicpro_modulo_dashboard_gru_r_sicpro_modulo_dashboard_tabl_fkey
sicpro_modulo_dashboard_grup_rel|sicpro_modulo_dashboard_grupos_id|sicpro_modulo_dashboard_grupos|id|sicpro_modulo_dashboard_grup__sicpro_modulo_dashboard_grup_fkey
